wt34	wt35	AN1	AN2	CTR1	CTR2	LSC159	LSC177	LSCabb	LSCAN40	LSCAN55
NCKAP1	8149	4164	14376	14018	8159	10585	1326	958	2208	833	1405
NCKAP1L	0	0	0	0	0	0	1	0	1	1	1
NCKAP5	14	12	84	33	45	64	78	22	67	41	27
NCKAP5-AS1	0	0	0	0	0	0	0	0	0	0	0
NCKAP5-AS2	2	0	5	0	3	4	0	0	0	0	0
NCKAP5-IT1	1	0	0	0	0	0	1	0	1	1	1
NCKAP5L	264	168	56	49	34	35	82	43	123	55	60
NCKIPSD	260	125	154	157	68	117	80	55	175	40	74
NCL	3571	3415	9368	5075	3968	6254	4409	4060	9144	4168	5782
NCLN	1311	1009	252	188	132	121	233	86	149	102	119
NCMAP	8	0	2	0	6	1	0	0	1	0	1
NCMAP-DT	0	1	0	0	0	0	0	0	0	0	0
NCOA1	71	33	237	399	208	203	45	39	69	27	37
NCOA2	1163	564	342	385	379	398	163	135	307	98	144
NCOA3	3409	1274	529	627	425	504	250	205	493	152	243
NCOA4	9683	5294	3895	3209	2352	2691	628	408	1031	357	664
NCOA5	313	231	190	148	87	140	109	92	168	68	151
NCOA6	235	131	515	469	299	337	204	154	403	113	177
NCOA7	6706	1263	1064	1346	665	3314	113	114	429	116	119
NCOA7-AS1	0	0	0	0	0	0	0	0	0	0	0
NCOR1	3980	1706	1887	1771	1198	1571	636	411	884	370	443
NCOR2	254	155	326	268	205	115	463	312	569	257	379
NCR1	0	0	0	0	0	0	0	0	1	0	0
NCR2	0	0	0	0	0	0	0	0	0	0	0
NCR3	0	0	0	0	0	0	0	0	0	0	0
NCR3LG1	69	66	29	5	12	7	31	10	15	11	18
NCS1	2222	1530	457	218	186	234	348	192	475	178	236
NCSTN	948	593	399	365	317	275	407	346	643	296	365
NDC1	3136	3155	1388	637	499	952	258	237	484	197	419
NDC80	1637	1424	906	327	448	1031	101	66	219	55	68
NDE1	891	465	340	603	91	269	285	193	577	159	184
NDEL1	2039	709	758	639	457	563	196	112	231	132	133
NDFIP1	2009	1183	4680	4461	2773	3288	407	337	722	293	458
NDFIP2	13765	5732	9394	6439	7632	9878	918	719	1954	645	907
NDFIP2-AS1	0	0	0	0	3	0	0	0	0	0	0
NDN	0	0	1511	762	833	754	90	94	161	67	117
NDNF	0	0	17	35	26	46	0	1	1	0	1
NDOR1	130	80	10	7	11	5	0	0	6	0	1
NDP	0	0	0	0	5	0	0	0	0	0	0
NDP-AS1	0	0	0	0	0	0	0	0	0	0	0
NDRG1	10696	2524	2447	8606	2916	2759	472	397	961	411	220
NDRG2	17	13	80	6	33	32	14	0	6	8	7
NDRG3	2049	955	759	334	319	438	94	65	138	70	88
NDRG4	100	51	163	37	77	25	19	6	9	5	4
NDST1	2817	2051	293	228	199	146	127	75	120	55	84
NDST1-AS1	9	0	4	4	1	2	0	0	0	1	0
NDST2	3	0	2	3	0	5	7	2	3	3	0
NDST3	0	0	0	0	0	1	0	0	0	0	0
NDST4	0	0	0	0	0	0	0	0	0	0	0
NDUFA1	7864	2824	14496	8362	7374	10396	1000	622	1386	746	640
NDUFA10	5434	2153	1582	1507	865	1087	270	217	405	171	245
NDUFA11	423	87	1257	831	645	718	63	30	66	35	23
NDUFA12	4552	1827	8885	5861	5511	6324	477	390	1043	466	407
NDUFA13	46	12	168	65	52	83	46	25	52	30	31
NDUFA2	1035	417	2418	1651	1490	1904	259	140	339	153	208
NDUFA3	383	214	1724	1091	971	1138	229	225	453	211	184
NDUFA4	10211	3834	29373	16303	15432	20858	746	672	1061	596	572
NDUFA4L2	40	6	19	98	51	54	9	8	51	10	5
NDUFA5	2697	1108	5060	4031	3071	3723	290	302	589	207	351
NDUFA6	3566	1328	7748	5505	3467	4997	494	398	790	337	497
NDUFA6-DT	18	13	4	8	7	8	3	1	5	0	2
NDUFA7	12	3	11	20	1	8	103	28	84	70	64
NDUFA8	1685	860	2252	1910	1132	1393	263	171	348	161	243
NDUFA9	987	531	1610	806	762	888	110	69	131	102	107
NDUFAB1	3440	1726	11361	6943	5724	7800	785	666	1478	672	964
NDUFAF1	979	793	1186	1115	771	786	107	80	271	109	143
NDUFAF2	2321	912	3705	3258	2356	2707	102	51	135	86	98
NDUFAF3	575	289	1612	1256	780	1045	658	454	1052	529	737
NDUFAF4	1054	438	2606	2062	1039	1653	148	110	236	118	211
NDUFAF5	1100	507	735	527	394	432	87	62	119	65	91
NDUFAF6	879	401	911	555	443	602	68	53	125	56	81
NDUFAF7	657	273	300	379	195	242	35	41	68	26	26
NDUFAF8	1557	712	5046	2264	1911	2397	658	243	432	308	535
NDUFB1	3325	1282	3638	1972	2084	2913	260	175	303	201	174
NDUFB10	2174	1012	5349	5313	3581	3484	170	106	127	110	143
NDUFB11	2182	1070	2650	2380	1817	1665	394	185	323	194	229
NDUFB2	1951	942	7736	4353	4799	5900	450	210	377	218	420
NDUFB2-AS1	2	0	2	6	0	3	3	2	2	5	5
NDUFB3	3006	2023	11411	4916	6242	8300	715	447	1046	509	818
NDUFB4	700	389	10594	6261	5590	6924	279	239	467	244	265
NDUFB5	7429	2829	7051	5384	4826	5751	186	182	447	148	202
NDUFB6	3030	1916	10042	3158	4884	7109	767	508	1297	616	801
NDUFB7	3161	1347	622	432	312	418	86	85	106	69	71
NDUFB8	277	72	1677	927	861	1292	58	13	50	21	33
NDUFB9	3732	1669	6454	7166	3741	4364	380	255	394	287	309
NDUFC1	643	273	5530	3701	2737	4676	661	423	812	455	555
NDUFC2	543	195	2508	1083	1095	1864	664	345	930	508	619
NDUFC2-KCTD14	0	0	0	0	0	0	0	0	0	0	0
NDUFS1	7434	4256	3384	1975	2052	2231	377	349	725	290	371
NDUFS2	3982	2289	3314	2357	2093	2247	343	307	679	358	350
NDUFS3	1294	842	1362	1074	927	854	304	262	542	233	329
NDUFS4	8277	2470	10407	7780	5780	8016	297	223	495	232	285
NDUFS5	6894	3761	16072	11786	13511	13252	880	375	1441	600	583
NDUFS6	3978	1834	4473	3103	2309	2994	413	203	380	241	274
NDUFS7	121	33	88	134	63	70	67	32	123	61	37
NDUFS8	2115	815	1980	1979	1091	1047	96	89	133	98	90
NDUFV1	5966	2628	927	690	557	681	79	40	89	68	48
NDUFV2	34	19	12	46	14	13	26	14	47	28	26
NDUFV2-AS1	13	4	26	26	15	21	1	3	3	1	1
NDUFV3	1159	533	1624	1823	775	876	301	236	535	266	228
NEAT1	1848	628	6905	7455	9028	6574	2235	1331	8220	2290	2055
NEB	17	5	1	6	2	5	1	1	2	0	1
NEBL	223	87	36	53	36	54	2	1	4	2	0
NEBL-AS1	3	2	0	1	0	0	0	0	0	0	0
NECAB1	0	2	512	607	216	317	10	2	8	7	2
NECAB2	0	0	0	1	1	0	0	0	0	0	0
NECAB3	176	86	57	64	45	15	7	3	9	4	2
NECAP1	1393	792	493	465	244	370	167	126	330	92	229
NECAP2	3503	1800	1180	704	544	530	238	186	341	161	215
NECTIN1	922	457	598	940	414	437	746	641	1358	565	560
NECTIN1-AS1	1	1	0	0	0	0	0	0	0	0	0
NECTIN2	1173	612	321	318	184	235	55	19	39	31	32
NECTIN3	211	133	449	276	371	187	165	102	173	77	153
NECTIN3-AS1	1	1	10	3	3	6	1	1	1	1	1
NECTIN4	654	112	209	346	281	172	7	2	22	5	2
NEDD1	3259	1618	2656	1603	1130	1726	316	257	563	212	428
NEDD4	3539	2074	893	1802	492	752	243	178	300	127	191
NEDD4L	1645	1186	1050	399	540	613	329	190	483	184	306
NEDD8	1368	677	11524	5791	6019	6197	589	429	815	380	517
NEDD8-MDP1	0	0	0	0	0	0	0	0	0	0	0
NEDD9	899	262	206	133	130	97	78	47	167	79	5
NEFH	26	20	7	10	9	13	7	3	1	0	0
NEFL	17	15	17	9	23	4	21	13	21	2	3
NEFM	0	2	4	0	4	1	5	0	1	0	0
NEGR1	0	0	17	70	65	73	1	1	8	0	3
NEGR1-IT1	0	0	0	0	0	0	0	0	0	0	0
NEIL1	31	11	31	26	34	18	7	7	16	10	4
NEIL2	891	467	211	204	177	119	36	31	111	34	68
NEIL3	320	257	392	96	130	427	66	63	175	55	119
NEK1	825	408	429	431	208	313	157	101	258	110	158
NEK10	44	22	6	12	10	3	9	6	15	3	6
NEK11	296	113	91	93	68	85	27	15	26	12	15
NEK2	1769	1144	975	229	339	753	84	70	224	50	127
NEK3	1364	336	241	338	216	230	42	25	66	27	46
NEK4	617	402	462	409	247	297	97	75	156	67	103
NEK5	15	7	20	13	16	4	1	1	3	1	4
NEK6	463	450	701	452	425	471	144	126	274	132	150
NEK7	2979	1405	2653	1964	1534	2578	117	111	384	85	117
NEK8	74	29	23	15	13	22	11	2	10	9	5
NEK9	1267	568	764	539	511	755	137	99	305	75	95
NELFA	347	214	181	216	116	127	168	141	341	126	187
NELFB	2031	1363	293	203	132	169	35	33	51	27	30
NELFCD	1874	1367	872	608	505	600	282	202	518	208	373
NELFE	2678	1125	1437	1942	860	1094	181	127	177	122	185
NELL1	0	0	0	0	0	0	0	0	0	0	0
NELL2	1	0	0	0	1	1	0	0	0	0	0
NEMF	1252	683	577	562	336	371	304	236	543	220	270
NEMP1	968	653	359	201	175	354	103	75	195	70	136
NEMP2	271	201	117	69	57	118	53	32	82	20	53
NENF	1727	668	2668	2423	1483	1651	49	45	83	52	62
NEO1	117	32	132	137	65	85	113	66	120	55	62
NEPRO	3465	1192	839	902	491	688	211	148	394	137	243
NES	1	3	1	33	24	0	2	1	3	3	1
NET1	6253	4797	15442	5075	7312	7500	1386	1219	2558	1046	1467
NETO1	24	23	0	14	4	1	3	5	9	0	0
NETO2	1049	1008	2939	2161	1040	842	425	328	708	308	648
NEU1	1106	496	631	496	378	286	81	55	88	52	55
NEU2	0	0	0	0	0	0	0	0	0	0	0
NEU3	990	649	116	104	56	79	44	31	65	14	44
NEU4	0	0	0	0	0	0	0	0	0	0	0
NEURL1	82	16	1	4	0	0	1	2	1	0	0
NEURL1-AS1	0	0	0	0	1	0	0	0	0	0	0
NEURL1B	28	2	89	62	37	80	8	5	43	7	5
NEURL2	3	1	18	4	4	3	0	0	1	0	0
NEURL3	2	0	3	0	1	2	0	0	0	1	0
NEURL4	274	161	36	53	24	20	3	2	3	2	0
NEUROD1	0	0	0	0	0	0	3	0	1	0	0
NEUROD2	1	1	1	1	1	1	0	0	2	0	0
NEUROD4	0	0	0	0	0	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0	0	0	0	0	0
NEUROG1	0	1	0	0	0	0	0	0	0	0	0
NEUROG2	0	0	0	0	0	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	0	0	0
NEXMIF	0	0	2	0	0	0	0	0	1	1	0
NEXN	70	54	225	98	169	131	88	71	122	25	56
NEXN-AS1	5	2	1	2	2	4	4	3	3	1	4
NF1	2938	1461	842	639	439	581	610	395	885	369	552
NF2	2095	2284	348	233	206	221	252	142	324	149	254
NFAM1	0	0	0	0	0	0	1	0	0	0	0
NFASC	50	12	24	29	18	6	8	0	4	3	3
NFAT5	653	302	72	64	55	40	301	160	307	136	228
NFATC1	53	30	46	31	33	28	21	10	8	12	7
NFATC2	3	2	2	8	10	5	0	0	1	0	0
NFATC2IP	550	405	1303	905	705	693	670	396	863	412	634
NFATC3	291	155	14	29	9	15	87	46	101	54	67
NFATC4	84	40	54	33	60	18	9	5	17	6	6
NFE2	20	5	1	0	1	0	0	0	0	0	0
NFE2L1	3583	1182	1329	2654	924	1355	418	233	457	256	253
NFE2L2	3543	1059	8043	9638	5846	8748	899	701	1430	593	900
NFE2L3	763	613	1028	200	377	463	27	11	35	20	27
NFE4	0	0	0	0	0	0	0	0	0	0	0
NFIA	989	407	720	557	344	512	637	488	1081	614	841
NFIA-AS1	1	2	0	1	0	0	0	0	0	0	0
NFIA-AS2	0	0	0	1	0	0	0	0	0	0	0
NFIB	2188	1141	1626	1562	960	1571	1085	819	1845	712	914
NFIC	107	82	518	437	268	444	997	708	1408	623	1080
NFIL3	1313	149	526	1467	490	662	68	55	144	44	42
NFIX	279	215	190	187	75	186	233	123	418	189	253
NFKB1	1788	841	1570	948	874	1012	527	423	845	411	548
NFKB2	977	461	243	166	126	88	54	27	67	60	31
NFKBIA	2171	996	2756	789	1243	1606	337	217	569	740	325
NFKBIB	814	208	378	432	202	226	84	53	111	68	80
NFKBID	26	18	37	25	33	21	16	16	23	16	15
NFKBIE	261	116	476	182	129	124	23	9	29	10	18
NFKBIL1	467	125	71	121	45	58	7	4	10	7	10
NFKBIZ	548	174	611	829	453	557	146	76	305	180	108
NFRKB	609	381	286	257	155	120	71	38	69	41	87
NFS1	533	442	552	404	445	423	126	116	267	92	189
NFU1	2159	958	3403	1445	1849	1805	175	140	402	147	205
NFX1	1584	697	564	481	385	543	115	77	139	88	96
NFXL1	722	235	427	669	287	465	121	79	124	74	120
NFYA	740	455	482	503	287	374	52	57	169	58	67
NFYB	2013	588	1823	2627	1062	1536	151	143	388	129	211
NFYC	1037	298	329	260	189	250	113	90	230	69	122
NFYC-AS1	22	6	0	3	3	0	1	2	8	7	5
NGB	0	0	0	0	0	0	0	0	0	0	0
NGDN	1641	643	1458	1273	944	1245	120	85	237	109	125
NGEF	44	12	0	11	3	34	0	1	7	0	2
NGF	335	74	19	186	36	114	16	20	21	4	3
NGF-AS1	0	0	0	0	0	0	0	0	0	0	0
NGFR	1240	427	77	70	12	55	55	20	78	130	26
NGLY1	1423	513	874	898	527	710	103	72	179	74	99
NGRN	767	274	91	78	61	57	464	204	527	24	23
NHEJ1	0	0	0	0	0	0	2	0	0	0	0
NHLH1	1	0	4	0	1	0	6	2	1	2	4
NHLH2	13	9	15	13	12	3	5	0	30	1	3
NHLRC1	87	48	67	48	35	59	7	6	17	3	2
NHLRC2	1401	883	852	782	449	641	214	168	457	167	228
NHLRC3	560	334	535	275	383	340	82	51	113	49	61
NHLRC4	0	0	2	0	0	0	0	0	0	0	0
NHP2	1509	757	208	307	185	223	127	96	151	91	141
NHS	583	269	326	271	214	280	260	214	347	189	272
NHS-AS1	5	0	1	1	0	1	0	0	1	0	0
NHSL1	375	193	367	432	248	727	172	159	438	124	180
NHSL2	23	30	3	14	18	1	80	47	157	65	59
NIBAN1	5328	1837	2197	3936	812	1440	481	313	388	313	359
NIBAN2	7192	4817	1203	726	588	758	602	384	1120	524	653
NIBAN3	2	0	0	1	0	1	0	1	0	0	0
NICN1	0	0	0	0	0	0	0	0	0	0	0
NID1	3	2	68	319	430	34	2	4	3	5	2
NID2	2	3	1	17	14	1	0	5	0	0	0
NIF3L1	1109	659	910	655	429	622	106	113	221	100	142
NIFK	3103	982	2484	2972	1486	2098	367	433	638	253	467
NIFK-AS1	70	34	137	101	65	130	27	18	46	15	25
NIM1K	2	2	1	2	0	5	0	0	0	1	0
NIN	2141	1422	759	658	463	480	227	163	359	154	232
NINJ1	352	78	173	173	68	72	52	32	127	48	33
NINJ2	2	0	0	4	13	4	0	0	0	1	0
NINL	167	75	93	123	60	64	24	12	29	19	10
NIP7	2792	1801	2756	1882	1288	1724	476	564	711	389	610
NIPA1	470	190	512	751	234	309	49	37	65	27	43
NIPA2	2573	1604	819	1163	539	711	369	391	624	291	509
NIPAL1	566	381	954	482	627	662	273	208	271	196	322
NIPAL2	1610	431	586	317	498	432	109	79	173	71	75
NIPAL3	3283	1798	922	536	426	662	144	103	216	87	116
NIPAL4	988	299	587	353	340	364	94	28	53	21	14
NIPBL	2349	1096	487	515	384	463	490	301	619	284	395
NIPBL-DT	144	124	97	97	82	96	16	10	32	12	13
NIPSNAP1	2117	980	540	221	274	299	202	171	346	162	158
NIPSNAP2	4314	1828	2306	2233	1742	1577	336	255	799	268	338
NIPSNAP3A	1791	658	2400	2392	1916	2027	216	138	413	127	152
NIPSNAP3B	29	14	15	28	40	22	4	1	3	0	2
NISCH	437	255	448	337	323	320	223	127	310	112	163
NIT1	718	222	434	627	239	276	66	39	90	40	32
NIT2	3735	1618	3006	2694	1588	2037	194	139	345	138	195
NKAIN1	1	0	0	0	0	0	0	0	0	1	0
NKAIN2	2	0	1	0	0	1	1	0	0	0	2
NKAIN3	0	0	0	0	0	1	0	0	1	0	1
NKAIN3-IT1	0	0	0	0	0	2	0	0	1	0	0
NKAIN4	0	0	1	0	0	0	0	0	0	0	0
NKAP	652	263	1444	1514	800	1035	73	69	152	58	74
NKAPD1	2197	1175	707	745	488	629	130	120	278	90	132
NKAPL	0	0	31	31	22	43	0	3	4	0	0
NKD1	24	6	5	14	34	1	1	3	7	2	2
NKD2	0	0	0	5	15	0	0	0	0	0	0
NKG7	0	0	0	0	0	0	0	0	0	0	0
NKILA	42	19	15	28	9	7	2	3	3	2	1
NKIRAS1	439	176	295	403	168	205	53	29	86	15	50
NKIRAS2	850	440	336	477	231	236	90	64	125	50	70
NKPD1	55	3	4	5	6	9	1	1	2	1	0
NKRF	224	173	466	264	197	271	104	89	139	70	114
NKTR	518	276	548	450	369	341	567	322	647	320	488
NKX1-1	0	0	0	0	0	0	0	0	0	0	0
NKX1-2	51	29	72	29	26	50	6	7	11	6	4
NKX2-1	0	0	0	0	0	0	0	0	0	0	0
NKX2-1-AS1	0	0	0	0	0	0	0	0	0	0	0
NKX2-2	0	0	0	0	0	0	0	0	0	0	0
NKX2-2-AS1	0	0	0	0	0	0	0	0	0	0	0
NKX2-3	0	0	0	2	0	0	0	0	0	0	0
NKX2-4	1	0	0	0	0	0	0	0	0	0	0
NKX2-5	0	0	0	0	0	0	0	0	0	0	0
NKX2-6	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	0	0	0	3	0	0	0	0	1	0	0
NKX3-1	225	116	170	197	48	82	71	48	77	40	60
NKX3-2	0	1	1	1	2	1	0	0	4	0	0
NKX6-1	0	0	0	0	0	0	0	0	1	0	0
NKX6-2	0	0	0	0	0	0	0	0	1	0	0
NKX6-3	0	0	0	0	0	0	0	0	0	0	0
NLE1	975	581	331	162	152	197	19	24	36	19	18
NLGN1	0	0	4	2	7	28	1	0	8	0	0
NLGN1-AS1	0	0	0	0	0	0	0	0	0	0	0
NLGN2	74	46	110	131	87	56	140	61	170	110	76
NLGN3	0	0	0	0	1	0	1	2	4	0	0
NLGN4X	0	0	32	4	6	24	26	2	28	6	9
NLGN4Y	201	107	1	0	124	162	95	15	7	49	0
NLGN4Y-AS1	3	1	0	0	0	0	0	0	0	0	0
NLK	503	447	310	197	215	187	108	78	157	67	106
NLN	3714	2138	1288	975	599	743	420	357	861	244	414
NLRC3	3	3	36	9	13	13	0	0	0	0	0
NLRC4	15	6	0	6	8	2	0	0	1	0	1
NLRC5	58	37	39	23	19	14	7	2	8	5	4
NLRP1	667	199	331	269	195	193	118	75	139	73	44
NLRP10	72	66	19	25	58	46	5	5	18	3	1
NLRP11	0	0	0	0	0	0	0	0	0	0	0
NLRP12	3	0	0	0	0	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0	0	0	0	0	0
NLRP14	10	6	2	2	0	0	0	0	1	0	0
NLRP2	1243	1527	474	509	26	158	10	15	76	1	17
NLRP2B	1	0	0	1	0	0	0	0	0	0	0
NLRP3	4	6	10	5	4	0	0	0	7	0	0
NLRP4	0	0	0	0	0	0	0	0	0	0	0
NLRP5	0	0	0	0	0	0	0	0	0	0	0
NLRP6	0	0	0	0	0	0	0	0	0	0	0
NLRP7	1	2	0	0	0	0	0	0	0	0	0
NLRP8	0	0	0	0	0	0	0	0	0	0	1
NLRP9	1	0	0	0	0	0	0	0	0	0	0
NLRX1	385	191	174	146	130	149	54	31	89	43	40
NMB	361	172	304	178	232	244	40	31	97	53	50
NMBR	0	0	0	0	0	0	0	0	0	0	0
NMBR-AS1	0	0	0	0	0	0	0	0	0	0	0
NMD3	3918	2097	1872	1453	1316	1382	177	136	352	123	219
NME1	4641	2937	7859	3008	3203	5724	423	347	587	355	446
NME1-NME2	0	0	0	0	0	0	0	0	0	0	0
NME2	44	32	8	5	7	8	14	3	7	8	1
NME3	1019	373	221	285	151	173	26	8	30	22	20
NME4	462	269	2907	2114	1976	1304	301	133	504	267	401
NME5	0	0	189	107	220	322	11	13	24	11	8
NME6	787	279	422	341	268	309	54	64	72	43	79
NME7	491	303	1531	424	669	741	122	124	258	84	135
NME8	0	0	0	0	0	1	0	0	0	0	1
NME9	10	3	1	0	0	1	0	1	0	1	1
NMI	607	265	1423	587	664	1022	110	60	213	86	108
NMNAT1	1080	418	281	216	157	176	40	21	62	23	37
NMNAT2	66	40	28	12	31	14	10	4	3	2	2
NMNAT3	105	21	41	73	32	60	8	5	26	3	9
NMRAL1	824	404	368	287	277	290	52	36	49	25	41
NMRK1	1077	276	1378	692	630	896	69	42	88	41	51
NMRK2	0	0	0	0	0	0	0	0	0	0	0
NMS	0	0	0	0	0	0	0	0	0	0	0
NMT1	3794	2288	2201	1701	1026	1329	309	250	466	238	385
NMT2	939	559	472	392	254	249	70	63	116	47	62
NMU	363	192	333	269	465	2041	37	64	170	23	25
NMUR1	1	0	1	0	0	0	0	0	1	0	0
NMUR2	0	0	0	1	0	0	0	0	0	0	0
NNAT	7	8	1	0	0	1	1	0	2	0	0
NNMT	629	220	4	686	616	22	0	5	0	0	0
NNT	2469	1236	1009	787	715	1001	200	124	302	108	186
NNT-AS1	388	144	320	242	190	256	42	21	129	33	46
NOA1	883	459	912	717	642	802	141	84	152	103	166
NOB1	1425	612	700	467	359	633	176	104	222	120	179
NOBOX	0	0	0	0	0	0	0	0	0	0	0
NOC2L	3110	2642	27	19	14	14	221	163	421	186	251
NOC3L	3917	2443	786	626	430	477	175	145	344	97	223
NOC4L	101	86	146	140	63	109	11	10	23	13	10
NOCT	777	374	49	38	22	24	14	6	19	7	3
NOD1	332	181	10	5	8	22	28	19	30	18	14
NOD2	79	17	45	65	60	48	4	0	6	1	2
NODAL	0	0	2	6	2	1	0	0	0	0	0
NOG	1	3	5	11	6	13	1	0	3	0	0
NOL10	2306	1025	592	646	371	388	253	190	395	180	332
NOL11	3809	2865	2540	1773	1405	1596	386	382	695	256	556
NOL12	20	7	104	47	18	20	12	16	21	15	9
NOL3	314	76	226	334	192	151	17	17	24	17	16
NOL4	0	0	1	0	0	0	0	0	0	0	0
NOL4L	67	19	197	116	93	35	29	7	39	18	18
NOL4L-DT	0	0	0	0	0	0	0	0	0	0	0
NOL6	1012	1210	493	333	244	318	103	117	170	81	203
NOL7	3952	1538	5679	5446	2576	3697	504	394	768	339	644
NOL8	1527	813	802	724	611	662	217	206	360	166	331
NOL9	912	730	317	203	124	119	216	179	218	130	251
NOLC1	5664	3796	3309	2973	1552	2168	550	497	1018	403	826
NOM1	678	491	376	200	184	226	173	117	271	185	175
NOMO1	397	242	444	424	278	591	157	143	330	137	134
NOMO2	173	114	1	0	0	0	5	2	0	4	0
NOMO3	20	11	0	1	0	0	14	12	1	2	3
NONO	9833	6622	6782	4492	4207	5131	1410	1130	2283	1024	1271
NOP10	1374	870	9227	5603	5433	4631	468	383	763	415	406
NOP14	968	540	80	78	32	48	165	128	185	108	162
NOP14-AS1	242	140	651	544	315	409	83	57	77	43	55
NOP16	380	346	2442	1881	1494	1364	126	95	186	100	159
NOP2	17	6	0	0	0	0	7	1	3	4	6
NOP53	3523	1320	1223	1345	872	897	76	32	58	39	40
NOP53-AS1	2	1	0	0	1	0	0	0	0	0	0
NOP56	4033	2098	2259	2044	1054	1350	292	174	239	194	315
NOP58	3206	1400	2185	1932	1563	1471	615	582	885	469	833
NOP9	730	692	13	10	7	10	46	52	86	33	47
NORAD	3648	2363	6485	6419	4587	4521	803	676	1903	593	813
NOS1	0	0	326	125	168	219	210	151	301	198	211
NOS1AP	3	1	6	17	10	14	1	1	13	4	4
NOS2	2	0	5	0	0	1	0	0	0	0	0
NOS3	3	1	25	7	1	7	12	6	14	3	11
NOSIP	1810	827	315	240	147	163	27	16	27	13	16
NOSTRIN	5	6	1	0	11	5	1	1	3	0	2
NOTCH1	3320	663	492	755	438	511	437	263	1344	281	272
NOTCH2	2746	1796	812	868	595	719	387	305	694	276	406
NOTCH2NLA	2	1	4	0	0	3	0	0	0	0	0
NOTCH2NLB	0	0	0	0	0	0	0	0	0	0	0
NOTCH2NLC	11	6	2	0	2	0	2	0	1	1	1
NOTCH3	854	138	71	629	332	150	5	1	7	2	0
NOTCH4	9	2	22	3	4	0	0	1	3	4	2
NOTO	0	1	1	0	0	0	0	0	0	0	0
NOTUM	0	1	0	1	1	0	0	0	0	0	0
NOVA1	0	0	0	10	32	5	18	1	3	2	5
NOVA2	0	0	0	2	3	0	0	0	1	0	1
NOX1	13	11	60	21	34	50	0	0	0	0	0
NOX3	0	0	0	0	0	0	0	0	0	0	0
NOX4	0	0	20	181	58	44	3	2	1	1	6
NOX5	2	1	0	0	0	1	0	0	1	0	0
NOXA1	27	5	7	8	2	6	1	0	1	0	3
NOXO1	0	0	0	0	0	0	1	0	0	1	0
NOXRED1	8	7	8	13	9	10	0	2	1	0	0
NPAP1	1	0	0	0	0	0	0	0	0	0	0
NPAS1	20	2	1	4	3	1	0	0	1	1	0
NPAS2	101	59	205	664	330	411	108	90	265	89	107
NPAS3	0	1	1	6	1	1	0	0	1	0	0
NPAS4	0	0	0	0	0	0	0	0	0	0	0
NPAT	927	672	391	220	233	202	174	120	187	106	143
NPB	0	0	0	0	0	0	0	0	0	0	0
NPBWR1	0	0	0	0	0	1	0	0	0	0	0
NPBWR2	0	0	0	0	0	0	0	0	0	0	0
NPC1	1812	755	549	945	526	502	340	145	270	181	290
NPC1L1	1	1	0	1	0	1	0	0	0	0	0
NPC2	3267	1770	4751	5466	3480	4586	1399	1024	2162	1060	1638
NPDC1	43	20	108	110	50	53	22	15	144	37	23
NPEPL1	57	25	97	95	68	60	6	2	31	4	5
NPEPPS	1259	832	640	577	521	425	457	303	807	250	404
NPFF	0	0	0	0	0	0	0	0	0	0	0
NPFFR1	0	0	1	0	0	0	0	0	2	1	0
NPFFR2	0	0	3	0	7	3	0	0	0	0	1
NPHP1	470	157	726	340	290	521	36	15	57	26	37
NPHP3	75	40	682	556	425	430	100	106	229	90	131
NPHP3-ACAD11	0	1	0	0	0	0	0	0	0	0	0
NPHP3-AS1	1	0	4	2	0	1	0	0	0	0	0
NPHP4	311	232	138	111	72	62	33	30	63	29	24
NPHS1	0	0	0	0	0	1	0	0	0	0	0
NPHS2	0	0	0	0	0	2	0	0	0	0	0
NPIPA1	7	1	179	143	41	127	16	9	24	26	9
NPIPA2	0	0	3	1	0	1	0	0	0	0	0
NPIPA3	0	0	0	0	0	0	0	0	0	0	0
NPIPA5	3	1	0	193	50	52	2	4	1	0	0
NPIPA7	0	0	0	0	0	0	0	0	0	0	0
NPIPA8	0	0	0	0	0	0	0	0	0	0	0
NPIPA9	0	0	0	0	0	0	0	0	0	0	0
NPIPB11	1	1	0	0	1	0	1	1	0	1	2
NPIPB12	1	0	0	0	0	0	0	0	1	0	1
NPIPB13	0	0	0	1	0	0	1	0	1	0	0
NPIPB15	0	0	0	0	6	10	1	4	2	2	0
NPIPB2	1	2	1	18	1	6	0	0	0	0	0
NPIPB3	3	0	0	0	0	0	1	1	0	1	0
NPIPB4	3	2	0	0	0	0	5	0	4	3	4
NPIPB5	1	0	0	0	0	0	0	0	1	0	0
NPIPB6	0	0	3	5	0	3	0	0	0	0	0
NPIPB7	0	0	0	0	0	0	0	0	0	0	0
NPIPB8	1	2	0	0	0	0	0	0	0	1	0
NPIPB9	0	0	3	4	1	0	0	0	0	0	0
NPL	405	132	120	203	90	81	20	16	63	12	34
NPLOC4	2425	1887	482	392	233	206	223	133	198	103	149
NPM1	65608	36934	47865	41090	32375	41953	1264	1079	2577	1166	1864
NPM2	45	24	6	4	1	6	0	0	0	1	3
NPM3	5170	2279	1061	732	619	776	70	60	203	91	68
