	LSC159	LSC177	LSCabb1	LSCabb2	PKC19
TEAD2	88	64	28	88	38
AC010524.2	0	0	1	0	0
PIH1D1	138	87	52	107	98
ALDH16A1	33	54	18	49	75
FLT3LG	9	1	2	3	4
RPL13A	1356	1102	846	1385	1152
RPS11	1505	1192	625	968	1045
FCGRT	28	14	9	35	42
RCN3	0	0	0	1	0
NOSIP	14	6	2	14	5
PRRG2	8	2	0	1	1
PRR12	49	33	8	29	24
RRAS	320	173	44	221	110
SCAF1	42	25	14	41	18
IRF3	71	44	13	50	18
BCL2L12	139	85	59	119	118
PRMT1	99	42	46	94	88
ADM5	4	2	4	8	2
CPT1C	0	0	0	0	1
TSKS	0	0	0	0	2
AP2A1	1	1	3	1	0
FUZ	0	0	0	0	1
MED25	10	6	4	19	21
PTOV1-AS1	16	13	4	7	8
PTOV1	30	26	5	23	17
PNKP	48	34	6	24	19
AKT1S1	21	17	13	86	15
TBC1D17	8	4	1	4	6
ATF5	22	35	7	24	13
VRK3	22	8	6	17	16
ZNF473	20	14	10	9	11
MYH14	0	0	0	0	2
NAPSA	0	0	0	1	0
NR1H2	41	44	22	68	46
POLD1	4	8	1	3	3
FAM71E1	2	3	0	3	1
EMC10	1	0	0	0	0
JOSD2	13	1	4	6	8
C19orf81	0	0	0	0	1
CLEC11A	3	5	0	3	12
C19orf48	14	11	10	10	8
MGC45922	2	0	1	2	1
KLK1	4	0	1	1	3
KLK5	133	107	140	353	871
KLK6	0	1	3	5	2
KLK7	8	9	10	13	126
KLK8	9	12	13	11	24
KLK9	3	5	5	6	4
KLK10	54	76	83	319	346
KLK11	8	8	4	13	37
KLK13	1	0	0	0	1
KLK14	1	0	0	1	2
CTU1	1	0	2	4	4
VSIG10L	6	7	0	8	6
ETFB	78	53	20	49	57
CLDND2	0	0	0	0	3
ZNF175	16	13	8	18	10
FLJ30403	4	4	0	1	1
SPACA6P-AS	1	0	0	0	1
SPACA6P	12	4	16	16	25
HAS1	0	0	0	8	2
FPR1	0	0	1	4	0
ZNF577	1	1	1	1	1
ZNF613	5	2	3	5	8
ZNF350	0	1	0	0	0
ZNF615	18	17	20	23	17
ZNF614	21	27	32	30	16
ZNF432	6	5	1	2	1
ZNF841	13	4	8	16	8
ZNF616	14	13	17	21	17
ZNF836	8	3	1	5	2
PPP2R1A	626	323	201	548	255
ZNF766	23	41	32	38	35
ZNF480	25	26	11	17	39
ZNF610	0	0	2	4	0
ZNF880	6	8	6	6	12
LOC102724105	3	0	1	0	1
ZNF528	8	0	2	2	0
ZNF578	6	10	5	7	3
ZNF808	6	2	2	5	1
ZNF701	7	11	9	11	16
ZNF137P	3	4	9	4	4
ZNF83	23	22	20	22	25
ZNF611	12	7	13	13	7
ZNF600	8	2	3	6	17
ZNF28	0	1	0	0	0
ZNF468	31	32	25	46	28
ZNF320	23	30	21	46	19
ZNF888	0	0	1	2	2
ZNF702P	3	1	13	7	0
ZNF160	55	45	42	75	36
ZNF415	3	3	1	4	6
ZNF347	15	21	9	9	11
ZNF665	0	1	0	0	1
ZNF818P	2	4	6	7	6
ZNF677	3	2	1	1	4
VN1R2	1	1	0	0	1
ZNF845	9	6	9	10	17
ZNF525	37	44	41	41	28
ZNF765	29	25	14	30	28
ZNF761	46	34	29	38	47
ZNF813	7	8	8	11	4
ZNF331	18	11	12	21	11
MYADM	582	403	164	449	252
PRKCG	0	0	0	0	0
CACNG8	5	1	0	0	1
OSCAR	0	0	1	1	0
NDUFA3	150	159	65	222	109
TFPT	12	0	1	3	0
PRPF31	80	20	30	20	56
CNOT3	16	5	14	16	29
LENG1	8	5	3	6	7
TMC4	80	15	14	34	11
MBOAT7	132	106	84	141	214
TSEN34	34	27	13	31	35
RPS9	977	651	429	695	813
LENG8	26	12	6	10	2
LENG9	1	0	0	0	0
CDC42EP5	45	13	15	24	13
LILRB1	0	0	1	0	0
NLRP2	7	12	21	20	38
GP6	0	1	0	0	0
RDH13	30	20	21	25	53
EPS8L1	11	2	7	5	3
PPP1R12C	107	48	25	65	44
TNNT1	23	10	3	10	19
TNNI3	0	1	0	0	5
DNAAF3	2	5	1	8	5
SYT5	0	1	0	0	0
PTPRH	0	0	1	0	0
TMEM86B	2	1	2	1	1
PPP6R1	56	25	30	36	19
HSPBP1	213	146	48	197	131
BRSK1	1	0	0	0	0
TMEM150B	1	3	3	3	3
SUV420H2	15	10	2	23	16
COX6B2	0	0	0	0	2
IL11	14	11	6	3	16
TMEM238	7	5	5	8	19
RPL28	326	295	82	403	265
ISOC2	4	11	0	9	4
ZNF628	6	1	1	0	0
NAT14	47	11	13	22	28
ZNF579	31	23	18	32	38
FIZ1	41	52	18	44	28
ZNF524	2	2	0	3	4
ZNF865	6	4	1	0	0
ZNF784	7	2	2	1	2
ZNF580	76	29	5	46	10
ZNF581	28	16	3	15	14
CCDC106	5	9	2	7	9
U2AF2	438	365	197	621	222
EPN1	84	37	35	52	96
NLRP9	1	0	0	1	0
NLRP11	0	0	0	0	1
NLRP8	0	0	0	0	0
LOC101928886	1	1	1	0	0
ZNF787	69	57	13	43	19
ZNF444	13	6	2	7	9
ZSCAN5A	13	11	4	12	14
LOC100506374	6	1	0	1	2
ZNF542	1	0	0	0	1
ZNF582	1	0	1	0	0
ZNF582-AS1	2	5	2	1	2
ZNF583	8	12	3	14	6
ZNF667	3	12	8	5	8
ZNF667-AS1	0	1	0	2	0
LOC101928982	0	0	0	1	1
ZFP28	12	19	14	16	8
ZNF470	2	6	2	2	0
ZNF71	21	10	7	14	10
SMIM17	0	0	0	0	2
ZNF264	107	86	68	104	84
AURKC	6	2	4	5	8
ZNF805	28	41	29	30	33
ZNF460	40	40	18	12	16
ZNF543	13	10	15	15	3
ZNF304	58	37	37	37	38
ZNF547	3	1	1	0	1
ZNF548	35	18	22	26	25
ZNF17	17	19	8	9	12
ZNF749	13	2	0	6	4
ZNF772	23	27	25	37	29
ZNF419	8	13	16	11	24
ZNF773	0	2	1	1	0
ZNF549	9	13	7	3	5
ZNF550	25	24	20	31	30
ZNF416	16	6	9	8	5
ZIK1	15	25	25	31	4
ZNF530	2	0	0	1	1
ZNF134	21	5	14	14	11
ZNF211	21	11	9	9	6
ZSCAN4	0	0	1	0	0
ZNF551	3	7	3	9	3
ZNF154	5	13	11	3	1
ZNF671	15	13	10	16	5
ZNF776	51	48	24	44	24
ZNF586	21	17	19	24	23
ZNF552	19	18	11	20	22
FKBP1AP1	36	16	5	13	5
ZNF587B	63	43	45	53	34
LOC102724559	0	0	0	0	2
ZNF587	77	37	29	49	39
ZNF814	26	15	16	23	15
ZNF417	10	2	12	9	8
ZNF418	7	3	1	8	1
ZNF256	7	2	2	7	3
C19orf18	1	0	0	1	0
ZNF606	13	7	8	13	18
LOC100128398	2	3	2	3	2
ZNF135	2	8	3	1	1
ZSCAN18	29	25	41	62	26
ZNF329	10	10	9	15	9
ZNF274	31	30	31	37	27
ZNF544	42	25	6	14	15
ZNF8	15	4	4	6	3
ZSCAN22	6	9	4	7	7
A1BG	8	4	1	1	2
ZNF497	4	3	0	3	1
ZNF837	1	1	1	0	1
RPS5	2558	1836	924	1910	1996
LOC100506634	5	4	5	6	13
ZNF584	15	7	1	7	15
ZNF132	3	3	3	2	3
ZNF324B	2	1	1	0	0
ZNF324	12	12	5	6	17
ZNF446	0	0	0	0	0
SLC27A5	10	0	5	3	3
ZBTB45	15	13	6	30	18
TRIM28	493	317	180	514	429
CHMP2A	137	88	38	110	120
UBE2M	51	43	15	55	24
AC016629.8	0	0	0	3	1
CENPBD1P1	27	18	10	24	34
LOC101929177	4	1	0	0	1
PIGF	13	26	17	28	22
CRIPT	88	71	73	101	74
SOCS5	53	58	47	70	57
LINC01118	0	1	1	0	0
LINC01119	0	1	0	0	1
MCFD2	348	258	310	374	193
TTC7A	34	21	22	18	30
CALM2	2216	1953	2697	2520	2410
EPCAM	100	108	148	175	193
MSH2	81	59	41	43	44
MSH6	198	173	147	137	169
FBXO11	146	147	124	133	150
LOC100506235	1	4	0	3	3
FOXN2	117	81	121	115	117
PPP1R21	42	37	44	70	84
NRXN1	0	0	1	0	0
ASB3	21	11	34	24	29
ERLEC1	28	18	9	6	14
PSME4	609	273	298	320	179
LOC101927144	0	0	2	2	1
ACYP2	15	18	23	22	21
SPTBN1	893	656	646	781	617
EML6	3	2	0	1	1
RTN4	3339	2654	2234	2752	2695
CLHC1	17	6	4	14	14
RPS27A	5184	3737	2226	4211	3344
MTIF2	194	183	202	206	169
PRORSD1P	9	3	1	2	1
CCDC88A	285	245	312	297	130
CCDC104	51	41	52	73	93
SMEK2	149	134	192	171	209
PNPT1	161	138	132	184	133
EFEMP1	561	421	485	434	400
VRK2	35	15	15	10	8
FANCL	18	11	9	15	7
AC007131.1	0	0	0	1	0
BCL11A	30	12	23	26	38
PAPOLG	64	41	70	67	74
REL	32	19	10	12	33
PUS10	3	2	1	2	2
PEX13	116	131	95	138	97
KIAA1841	39	22	10	14	19
LOC339803	51	43	25	53	30
C2orf74	80	31	31	33	75
AHSA2	17	15	6	16	10
USP34	250	158	121	136	104
XPO1	588	602	706	641	529
FAM161A	25	21	25	27	40
CCT4	956	799	1350	1173	1200
COMMD1	75	46	47	45	81
B3GNT2	117	84	133	115	89
TMEM17	2	2	0	0	0
EHBP1	113	118	109	171	66
AC009501.4	0	0	0	1	0
OTX1	162	143	99	145	52
DBIL5P2	1	0	0	0	1
WDPCP	4	3	3	2	3
MDH1	827	686	653	818	932
UGP2	212	213	258	282	423
VPS54	95	61	66	69	80
PELI1	136	87	104	116	133
LINC00309	0	0	0	0	0
AC074289.1	6	2	1	3	1
LGALSL	73	87	78	88	271
LOC101927402	2	3	1	3	1
AFTPH	194	155	144	203	235
AC007365.1	0	0	0	0	0
SERTAD2	205	174	173	206	242
SLC1A4	132	133	53	89	85
CEP68	36	22	23	45	48
RAB1A	1203	1126	956	1584	805
ACTR2	2027	1881	1770	2105	1588
SPRED2	1	0	0	0	0
MEIS1-AS3	0	0	0	0	0
MEIS1	36	41	41	52	15
AC007392.4	0	0	0	0	0
ETAA1	31	30	45	29	46
C1D	125	150	58	104	69
WDR92	32	28	11	41	29
PNO1	84	103	72	61	49
PPP3R1	83	56	51	50	56
FBXO48	8	2	7	6	6
APLF	20	10	20	21	11
ARHGAP25	44	11	11	30	5
GKN1	0	1	0	0	0
ANTXR1	143	103	78	81	95
GFPT1	260	250	240	258	147
NFU1	107	97	105	178	86
AAK1	237	158	108	151	165
ANXA4	379	359	315	390	551
GMCL1	27	21	19	28	25
SNRNP27	166	158	125	189	151
MXD1	40	34	39	59	26
ASPRV1	0	0	0	0	0
PCBP1-AS1	0	0	0	0	1
PCBP1	1713	1842	1554	2496	1831
LOC100133985	2	1	0	3	1
C2orf42	23	16	15	23	19
TIA1	213	148	139	190	138
PCYOX1	349	241	260	244	302
SNRPG	220	213	174	223	226
FAM136A	83	63	38	52	77
TGFA	451	355	358	473	142
ADD2	1	1	0	3	1
VAX2	1	0	0	0	0
ATP6V1B1	0	1	1	0	0
TEX261	147	139	29	122	68
NAGK	130	91	43	87	92
MCEE	10	6	13	12	33
MPHOSPH10	97	80	99	70	108
PAIP2B	9	7	10	8	21
ZNF638	209	127	109	102	104
DYSF	31	8	1	1	1
CYP26B1	8	8	13	10	10
EXOC6B	229	169	168	226	198
SPR	30	25	11	24	39
SFXN5	17	7	11	18	15
RAB11FIP5	82	51	21	56	80
SMYD5	44	50	9	57	39
PRADC1	2	4	1	2	2
CCT7	404	253	333	413	427
FBXO41	7	10	3	6	6
ALMS1	33	28	24	21	25
ALMS1P	1	0	0	0	0
TPRKB	88	92	75	74	78
DUSP11	437	402	310	457	377
STAMBP	374	293	248	447	210
ACTG2	0	1	0	0	1
DGUOK	20	24	14	19	10
TET3	92	95	45	60	89
BOLA3	308	312	264	367	325
BOLA3-AS1	18	9	10	4	2
MOB1A	186	119	114	148	130
MTHFD2	561	619	673	890	284
SLC4A5	56	67	47	93	22
DCTN1	362	302	68	376	192
C2orf81	3	1	2	3	3
WDR54	110	47	38	75	54
RTKN	159	79	55	75	94
MOGS	81	31	26	38	58
MRPL53	53	54	47	38	45
CCDC142	8	3	2	0	3
TTC31	46	39	16	56	39
LBX2	0	2	1	0	1
LBX2-AS1	2	2	0	1	1
PCGF1	57	46	19	61	35
TLX2	0	0	0	0	0
DQX1	28	7	19	12	7
AUP1	72	32	20	22	33
HTRA2	11	5	4	6	5
DOK1	2	1	2	2	3
M1AP	1	2	0	10	0
SEMA4F	63	41	15	43	16
HK2	117	187	154	217	179
LOC102724515	1	0	1	0	0
LOC101927861	2	0	0	1	0
POLE4	202	146	83	224	145
TACR1	2	0	0	0	0
EVA1A	87	76	67	76	7
MRPL19	126	129	158	210	126
GCFC2	15	13	11	8	6
LOC1720	1	2	1	0	0
SUCLG1	168	157	105	179	173
DNAH6	2	0	0	2	1
TRABD2A	0	1	0	3	0
TMSB10	3231	2451	2213	3878	3252
KCMF1	422	358	258	358	365
TCF7L1	216	173	88	202	21
LOC102724579	0	0	0	0	0
LOC100996506	1	0	0	0	0
TGOLN2	441	292	167	291	191
RETSAT	63	44	51	73	53
ELMOD3	14	6	6	6	9
CAPG	212	117	78	252	300
LOC100630918	2	2	1	3	2
MAT2A	132	73	24	46	32
GGCX	70	51	31	53	28
VAMP8	440	241	124	356	227
VAMP5	10	3	1	3	3
RNF181	209	89	82	113	144
TMEM150A	12	13	6	9	5
USP39	132	89	113	105	194
SFTPB	1	1	0	0	1
ST3GAL5	142	78	28	41	108
LOC101928113	3	0	0	0	0
LOC90784	47	39	21	22	32
POLR1A	56	31	34	30	37
PTCD3	125	112	96	109	98
IMMT	233	162	195	239	199
MRPL35	54	81	28	77	48
REEP1	2	0	0	0	2
KDM3A	81	68	79	87	72
CHMP3	0	2	1	0	0
RNF103	1	1	1	2	1
RMND5A	142	154	153	225	182
CD8A	1	0	0	0	0
LOC285074	2	0	1	1	1
LOC100996909	0	0	0	0	1
LOC102724689	5	4	25	33	24
LOC101928173	0	0	1	0	0
LINC00152	18	18	17	14	23
KRCC1	134	123	192	252	157
THNSL2	2	1	1	0	3
EIF2AK3	13	6	8	3	7
LOC101928403	4	1	6	2	2
LOC102724805	1	0	1	2	1
RPIA	60	55	65	86	58
ANKRD36BP2	0	0	0	0	0
LOC102724285	1	0	0	0	0
LOC101926969	0	2	2	3	1
LOC654342	1	0	0	0	0
FAM95A	1	0	0	2	0
ANKRD20A8P	0	0	0	0	0
MRPS5	164	74	94	125	126
ZNF514	12	8	5	14	8
ZNF2	12	14	7	12	15
PROM2	2	1	0	1	0
KCNIP3	0	0	0	0	0
FAHD2A	18	10	2	17	14
LINC00342	22	11	13	12	13
ANKRD36C	82	36	36	19	25
FAHD2CP	0	0	0	0	0
DUSP2	3	2	2	4	6
STARD7	370	321	210	422	326
STARD7-AS1	5	0	0	3	3
TMEM127	204	123	64	135	95
CIAO1	166	148	94	176	118
SNRNP200	256	190	153	212	172
ITPRIPL1	3	1	2	1	1
NCAPH	111	119	62	137	120
ARID5A	2	3	0	0	0
KANSL3	56	53	32	44	46
FER1L5	0	1	1	0	0
LMAN2L	48	27	20	47	39
CNNM4	72	34	46	55	49
LOC100506036	0	0	0	1	1
CNNM3	39	28	13	23	21
ANKRD23	1	0	1	1	0
ANKRD39	7	10	15	17	19
SEMA4C	3	5	4	7	2
FAHD2B	1	0	1	5	0
ANKRD36	105	61	34	40	28
AC159540.1	19	8	12	11	2
ANKRD36B	16	4	6	6	8
COX5B	452	326	224	327	439
ACTR1B	121	64	49	98	99
LINC01125	2	2	0	2	1
TMEM131	344	249	201	214	154
INPP4A	3	2	1	1	0
COA5	58	39	61	78	84
UNC50	177	113	117	146	161
MGAT4A	3	0	5	2	5
KIAA1211L	3	4	1	5	6
TSGA10	7	4	12	11	11
LIPT1	7	6	8	11	12
MITD1	94	95	58	103	118
MRPL30	171	146	109	169	138
LYG2	0	1	0	4	0
LYG1	1	1	0	0	0
TXNDC9	10	8	4	4	6
EIF5B	1055	847	713	952	714
REV1	199	87	118	111	142
AFF3	0	1	0	1	1
CHST10	4	2	1	4	2
PDCL3	14	12	15	22	31
NPAS2	64	63	74	91	103
RPL31	1084	722	541	835	713
TBC1D8	7	6	7	16	4
LOC100506286	2	0	1	2	1
CNOT11	216	153	122	225	141
RNF149	10	8	5	1	2
CREG2	0	3	0	1	4
RFX8	0	0	0	0	0
MAP4K4	689	466	331	437	288
LINC01127	7	0	0	1	1
IL1R2	17	3	1	0	115
IL1R1	34	20	14	13	22
IL1RL2	1	2	1	2	5
IL1RL1	0	0	1	0	0
IL18R1	9	11	4	9	8
SLC9A2	2	0	0	0	0
MFSD9	26	14	8	14	14
TMEM182	2	1	3	8	3
LOC101927383	2	1	2	5	1
MRPS9	21	8	10	16	10
TGFBRAP1	13	8	6	5	6
LOC100506473	8	9	8	9	3
C2orf49	15	8	6	13	11
FHL2	728	616	441	731	471
NCK2	166	166	111	143	156
UXS1	114	102	67	114	82
ST6GAL2	0	0	0	2	3
RGPD4-AS1	0	0	0	1	0
RGPD4	2	0	0	0	1
SULT1C4	0	0	0	1	0
GCC2	96	63	105	76	75
LIMS1	334	242	164	221	276
RANBP2	545	434	497	461	371
CCDC138	16	19	11	8	16
EDAR	0	0	0	0	0
SH3RF3	1	2	0	1	3
SEPT10	240	246	325	261	306
SOWAHC	289	341	270	315	480
LINC01123	1	0	1	2	1
MALL	153	177	103	268	273
NPHP1	10	6	4	6	10
LINC00116	177	90	97	140	165
LINC01106	1	1	5	0	1
BUB1	126	116	151	170	147
BCL2L11	23	16	7	24	23
LOC101927260	9	6	4	2	6
MIR4435-1HG	45	28	20	14	23
ANAPC1	56	42	27	34	34
MERTK	6	0	2	0	1
TMEM87B	228	150	159	158	116
FBLN7	0	0	0	0	0
ZC3H8	44	33	26	36	41
ZC3H6	10	13	38	58	42
RGPD8	0	0	1	1	0
TTL	159	108	93	98	209
POLR1B	70	78	52	114	83
LOC101927330	3	2	1	4	0
CHCHD5	20	13	4	10	17
FLJ42351	0	0	0	0	0
SLC20A1	912	466	546	592	416
CKAP2L	84	64	59	60	88
IL1A	1067	775	888	1212	272
IL1B	1298	662	447	1170	47
IL37	0	1	1	0	0
IL36G	6	2	4	6	3
IL36RN	1	1	1	1	1
IL1RN	368	220	78	146	850
PSD4	29	14	2	19	15
PAX8	27	18	4	14	6
LOC101927400	0	0	0	2	1
CBWD2	9	6	4	11	13
FOXD4L1	1	0	0	1	0
WASH2P	2	0	0	0	0
DDX11L2	0	0	0	0	0
RPL23AP7	3	2	1	4	3
RABL2A	2	6	2	3	15
SLC35F5	117	122	140	123	125
AC104653.1	0	0	1	2	0
ACTR3	1365	1176	1067	1407	779
LOC100499194	0	0	0	0	0
LINC01191	0	1	0	0	1
DDX18	466	464	358	516	336
LOC102723398	1	1	0	1	0
CCDC93	82	44	30	53	45
INSIG2	88	86	89	101	59
LOC100506797	1	1	0	0	1
EN1	0	0	2	3	9
STEAP3	50	33	29	43	26
C2orf76	49	45	30	51	40
DBI	747	497	349	534	735
TMEM37	3	2	1	0	2
TMEM177	28	27	17	24	34
PTPN4	44	22	54	39	65
EPB41L5	18	8	8	5	11
TMEM185B	76	81	56	92	77
RALB	117	69	66	114	120
INHBB	2	0	1	0	1
GLI2	0	1	0	0	3
TFCP2L1	149	122	52	157	195
CLASP1	212	152	115	187	147
NIFK-AS1	0	0	0	1	0
NIFK	116	114	54	51	38
TSN	342	362	241	408	282
LOC101927801	0	0	0	0	0
CNTNAP5	0	1	0	0	0
BIN1	58	17	9	38	7
CYP27C1	43	23	16	24	24
ERCC3	101	71	56	99	86
MAP3K2	271	182	178	205	225
LOC100506922	7	0	1	2	1
PROC	0	0	0	0	1
IWS1	240	162	126	150	128
SFT2D3	33	32	19	37	17
WDR33	132	100	80	110	82
POLR2D	66	46	28	60	51
AMMECR1L	164	139	87	142	102
LOC101928657	1	1	0	0	2
SAP130	95	77	41	94	55
UGGT1	449	248	187	245	170
HS6ST1	37	19	29	58	70
AC079776.3	0	0	0	0	0
RAB6C	0	3	0	1	0
CCDC74B	14	4	5	5	7
SMPD4	118	30	50	65	65
MZT2B	134	43	68	38	219
CCDC115	89	104	63	147	125
IMP4	42	52	11	42	42
PTPN18	78	59	17	40	16
ARHGEF4	47	20	12	18	59
FAM168B	339	316	140	265	127
PLEKHB2	490	405	361	581	375
POTEE	0	0	0	0	0
WTH3DI	1	0	0	0	2
LOC401010	0	0	0	1	1
MZT2A	8	7	3	3	6
LOC150776	15	9	8	12	33
CCDC74A	24	22	7	24	13
LINC01087	0	0	0	0	1
LOC100507460	23	21	23	35	17
C2orf27A	0	3	3	4	2
FAM201B	0	1	0	0	0
NCKAP5	56	12	19	17	14
MGAT5	99	75	60	41	69
ACMSD	0	0	0	0	0
CCNT2-AS1	0	1	0	0	0
CCNT2	100	77	66	69	76
RAB3GAP1	187	103	62	88	78
ZRANB3	18	16	24	22	16
R3HDM1	171	185	148	206	177
UBXN4	505	374	378	412	469
MCM6	215	188	121	174	209
DARS	690	635	619	1026	692
AC093391.2	0	0	0	1	0
THSD7B	0	0	2	0	0
HNMT	1	1	0	1	9
SPOPL	149	124	105	118	113
YY1P2	0	0	0	2	1
LRP1B	1	0	0	1	0
KYNU	67	19	55	75	0
ARHGAP15	0	0	1	0	0
GTDC1	1	0	0	0	0
ZEB2	0	2	0	1	3
PABPC1P2	0	0	1	0	0
ACVR2A	25	32	29	29	24
ORC4	88	70	89	119	110
MBD5	13	2	4	8	14
EPC2	45	37	12	25	28
KIF5C	0	0	2	0	0
LYPD6B	11	4	3	11	97
LYPD6	9	5	13	9	11
MMADHC	566	446	427	574	459
RND3	594	418	678	702	435
RBM43	40	27	22	28	10
NMI	81	41	86	72	99
RIF1	385	312	299	277	284
NEB	2	3	4	1	7
LOC101929356	3	2	0	1	2
ARL5A	358	338	253	429	402
CACNB4	1	0	2	1	0
STAM2	163	130	126	174	95
FMNL2	287	253	287	253	225
PRPF40A	799	743	660	782	619
ARL6IP6	108	125	136	157	151
GALNT13	1	1	2	2	0
KCNJ3	4	3	8	1	7
AC093375.1	0	1	1	0	0
NR4A2	1	3	4	7	3
GPD2	304	277	290	382	153
GALNT5	94	79	63	58	7
ERMN	1	0	0	0	0
ACVR1C	1	0	0	0	9
ACVR1	110	82	73	85	82
CCDC148	0	0	0	2	1
PKP4	59	40	12	31	19
DAPL1	8	0	3	0	33
TANC1	315	231	188	258	271
WDSUB1	43	21	16	37	34
BAZ2B	170	122	101	129	128
LOC643072	1	2	1	8	5
LOC102723926	1	1	1	0	2
MARCH7	307	274	284	266	264
CD302	0	0	0	0	0
PLA2R1	23	14	7	16	17
ITGB6	615	449	467	424	99
LOC100505984	0	2	0	0	0
RBMS1	518	477	355	444	436
TANK	9	9	1	5	3
LOC101929512	0	0	0	1	2
AC009299.3	9	4	7	4	6
PSMD14	436	391	402	509	389
TBR1	1	0	0	0	0
AHCTF1P1	2	2	4	4	3
DPP4	0	0	1	0	5
FAP	0	0	0	0	1
IFIH1	27	20	37	26	139
GCA	6	5	0	5	0
FIGN	50	35	24	37	6
GRB14	7	5	14	6	2
LOC101929615	0	0	0	0	1
COBLL1	142	86	100	101	151
SCN2A	0	4	0	4	0
CSRNP3	9	4	22	21	18
GALNT3	446	433	443	481	394
LOC102724230	0	0	0	0	1
LOC100506124	3	1	1	2	0
TTC21B	42	38	45	43	34
AC010127.3	5	7	4	9	0
SCN9A	12	7	4	4	0
SCN7A	2	1	1	1	0
STK39	148	110	138	138	73
LOC102724081	0	0	0	0	0
CERS6	102	113	82	114	89
CERS6-AS1	0	0	0	0	2
NOSTRIN	7	3	1	0	2
SPC25	32	25	22	42	39
DHRS9	0	0	1	1	2
LRP2	1	0	0	1	1
BBS5	6	10	10	11	15
KLHL41	4	0	1	0	2
FASTKD1	48	53	53	64	66
PPIG	463	418	413	504	480
CCDC173	1	0	0	1	1
PHOSPHO2	0	0	1	0	1
SSB	301	419	422	613	415
METTL5	205	205	196	252	175
UBR3	129	87	108	100	100
MYO3B	8	5	6	8	11
AC007405.4	0	0	0	2	0
ERICH2	11	2	0	2	3
GAD1	2	6	2	0	2
GORASP2	397	322	197	314	248
TLK1	312	277	210	217	207
METTL8	68	62	59	54	71
DCAF17	81	56	53	115	70
CYBRD1	147	45	118	107	256
DYNC1I2	627	512	415	553	471
SLC25A12	54	62	29	54	61
HAT1	306	367	261	427	395
METAP1D	2	3	2	5	4
DLX1	0	0	0	0	5
DLX2	1	2	2	6	38
ITGA6	4941	5091	4244	4778	3132
PDK1	17	11	5	6	3
RAPGEF4	2	4	3	6	2
ZAK	21	12	14	6	25
MLK7-AS1	0	0	0	1	0
CDCA7	191	207	211	269	194
SP3	247	275	239	273	242
LOC100128905	0	0	0	0	1
OLA1	552	471	366	654	500
AC018470.4	0	0	0	1	0
CIR1	110	81	77	66	105
SCRN3	51	45	42	48	51
GPR155	28	25	27	40	92
WIPF1	30	5	1	2	4
H3F3AP4	16	2	32	11	67
CHN1	0	3	0	0	7
ATF2	114	66	105	146	104
ATP5G3	2454	2061	1234	2713	1942
KIAA1715	106	87	81	108	84
HOXD8	0	0	0	0	2
MTX2	262	232	239	421	219
LINC01116	0	0	0	0	1
LOC102724224	0	0	0	0	0
HNRNPA3	334	244	254	280	207
NFE2L2	585	522	515	490	610
AC074286.1	7	4	7	5	2
AGPS	229	207	223	235	148
TTC30B	9	5	8	3	8
TTC30A	21	11	12	13	11
PDE11A	1	0	0	2	0
RBM45	31	39	20	34	31
OSBPL6	94	76	70	87	89
AC009948.5	1	0	0	1	0
PRKRA	5	4	4	7	5
DFNB59	4	2	4	2	3
FKBP7	7	3	7	7	1
PLEKHA3	58	52	43	78	71
TTN-AS1	0	3	1	4	1
TTN	1	0	0	0	2
CCDC141	0	0	0	0	1
SESTD1	136	129	104	131	70
ZNF385B	0	0	0	0	1
CWC22	71	92	68	64	76
UBE2E3	409	364	277	463	315
AC104820.2	1	1	3	0	1
ITGA4	20	11	15	13	20
CERKL	1	0	1	0	2
NEUROD1	2	0	0	2	0
SSFA2	347	290	317	352	277
PPP1R1C	9	8	0	3	0
PDE1A	0	3	0	0	0
DNAJC10	632	436	409	427	224
FRZB	0	1	1	0	2
NCKAP1	887	720	709	797	589
DUSP19	4	8	4	6	12
NUP35	99	82	106	93	83
ZNF804A	2	0	0	0	1
AC007966.1	1	0	0	0	0
FSIP2	4	1	3	1	0
AC097500.2	3	1	0	0	2
ZC3H15	642	688	506	883	605
ITGAV	679	559	680	500	258
FAM171B	39	28	30	26	23
CALCRL	10	8	13	13	6
TFPI	3	1	1	0	0
GULP1	33	7	23	14	35
DIRC1	0	1	0	0	0
COL3A1	0	25	0	0	0
COL5A2	285	202	176	223	54
WDR75	143	127	156	117	106
SLC40A1	0	0	0	1	1
ASNSD1	120	107	65	113	87
ANKAR	6	1	1	3	2
OSGEPL1	1	1	1	0	1
OSGEPL1-AS1	1	0	0	0	0
ORMDL1	105	96	75	103	91
PMS1	62	57	114	104	103
C2orf88	7	3	3	5	3
HIBCH	93	88	86	137	95
INPP1	39	27	42	45	51
MFSD6	79	75	78	63	109
TMEM194B	18	15	12	20	11
NAB1	114	79	130	116	142
GLS	174	117	147	206	85
STAT1	266	259	252	313	976
STAT4	9	8	6	7	2
MYO1B	2290	1945	1739	2146	903
NABP1	120	87	97	100	43
SDPR	6	8	16	21	15
AC006196.1	0	1	0	0	0
SLC39A10	148	112	224	274	62
DNAH7	2	2	2	1	0
STK17B	139	156	129	174	120
HECW2	0	1	0	0	0
CCDC150	7	3	3	2	6
GTF3C3	135	103	133	127	93
C2orf66	4	1	0	1	2
PGAP1	141	97	78	115	73
ANKRD44	0	1	0	1	1
SF3B1	712	675	541	768	650
