Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000225685,ENSG00000225685.1,TSPY5P,Y
ENSG00000278478,ENSG00000278478.1,AC006987.1,Y
ENSG00000231411,ENSG00000231411.1,DUX4L31,Y
ENSG00000226061,ENSG00000226061.1,PCMTD1P1,Y
ENSG00000237447,ENSG00000237447.1,CDC27P2,Y
ENSG00000225840,ENSG00000225840.2,AC010970.1,Y
ENSG00000273858,ENSG00000273858.1,AC140113.4,Y
ENSG00000273693,ENSG00000273693.1,C2orf27AP1,Y
ENSG00000271365,ENSG00000271365.1,AC140113.3,Y
ENSG00000271309,ENSG00000271309.1,AC140113.2,Y
ENSG00000270570,ENSG00000270570.1,AC140113.1,Y
ENSG00000274231,ENSG00000274231.1,AC134878.1,Y
ENSG00000278212,ENSG00000278212.2,AC134878.2,Y
ENSG00000274502,ENSG00000274502.1,ANKRD20A6P,Y
ENSG00000274162,ENSG00000274162.1,SNX18P1Y,Y
ENSG00000258567,ENSG00000258567.1,DUX4L16,Y
ENSG00000259154,ENSG00000259154.1,DUX4L17,Y
ENSG00000259029,ENSG00000259029.1,DUX4L18,Y
ENSG00000258991,ENSG00000258991.1,DUX4L19,Y
ENSG00000270455,ENSG00000270455.1,PABPC1P5,Y
ENSG00000183704,ENSG00000183704.7,SLC9B1P1,Y
ENSG00000270242,ENSG00000270242.1,ACTR3BP1,Y
ENSG00000275828,ENSG00000275828.1,AC134879.3,Y
ENSG00000225433,ENSG00000225433.3,MTND1P12,Y
ENSG00000224567,ENSG00000224567.2,AC134879.1,Y
ENSG00000271375,ENSG00000271375.1,AC134879.2,Y
ENSG00000234385,ENSG00000234385.1,RCC2P1,Y
ENSG00000215583,ENSG00000215583.3,ASS1P6,Y
ENSG00000235649,ENSG00000235649.2,MXRA5Y,Y
ENSG00000225117,ENSG00000225117.2,ARSDP1,Y
ENSG00000236477,ENSG00000236477.1,RPS24P1,Y
ENSG00000224060,ENSG00000224060.3,ARSEP1,Y
ENSG00000232730,ENSG00000232730.1,FAM8A4P,Y
ENSG00000232226,ENSG00000232226.2,ARSFP1,Y
ENSG00000206159,ENSG00000206159.11,GYG2P1,Y
ENSG00000227447,ENSG00000227447.1,XGY1,Y
ENSG00000114374,ENSG00000114374.13,USP9Y,Y
ENSG00000226863,ENSG00000226863.1,SHROOM2P1,Y
ENSG00000228411,ENSG00000228411.1,CDY4P,Y
ENSG00000286009,ENSG00000286009.2,AC244213.1,Y
ENSG00000233774,ENSG00000233774.1,MED14P1,Y
ENSG00000067048,ENSG00000067048.17,DDX3Y,Y
ENSG00000234059,ENSG00000234059.1,CASKP1,Y
ENSG00000224035,ENSG00000224035.1,SFPQP1,Y
ENSG00000235462,ENSG00000235462.1,TAB3P1,Y
ENSG00000223915,ENSG00000223915.1,DPPA2P1,Y
ENSG00000183878,ENSG00000183878.15,UTY,Y
ENSG00000215414,ENSG00000215414.4,PSMA6P1,Y
ENSG00000241859,ENSG00000241859.7,ANOS2P,Y
ENSG00000154620,ENSG00000154620.6,TMSB4Y,Y
ENSG00000129864,ENSG00000129864.6,VCY,Y
ENSG00000129862,ENSG00000129862.7,VCY1B,Y
ENSG00000235451,ENSG00000235451.1,PNPLA4P1,Y
ENSG00000223517,ENSG00000223517.1,AC010723.1,Y
ENSG00000165246,ENSG00000165246.14,NLGN4Y,Y
ENSG00000228787,ENSG00000228787.1,NLGN4Y-AS1,Y
ENSG00000226555,ENSG00000226555.1,AGKP1,Y
ENSG00000236131,ENSG00000236131.1,MED13P1,Y
ENSG00000224518,ENSG00000224518.2,AC006989.1,Y
ENSG00000227949,ENSG00000227949.1,CYCSP46,Y
ENSG00000234620,ENSG00000234620.1,PUDPP1,Y
ENSG00000227166,ENSG00000227166.1,STSP1,Y
ENSG00000286201,ENSG00000286201.1,AC011751.1,Y
ENSG00000228518,ENSG00000228518.1,SURF6P1,Y
ENSG00000271595,ENSG00000271595.1,ELOCP35,Y
ENSG00000283076,ENSG00000283076.1,AC015978.2,Y
ENSG00000224989,ENSG00000224989.2,FAM41AY1,Y
